iteration,logZs,elbos,Ts
10,-2.2136317318923986,-5.730774119202291,93
20,-0.5435774158327411,-6.640622876865028,109
30,-3.1883463395243528,-5.716375214135863,92
40,-1.4850807406520365,-4.987198873935976,85
50,-2.358264400975426,-7.884529146088007,117
60,-2.542942637558674,-5.798487001541669,95
70,-0.9014469562328964,-5.500404115341489,79
80,-1.0314757570493387,-4.951860949587312,81
90,-2.8528357902131227,-5.356040335691734,97
100,-2.377384591961144,-6.204425716912653,97
110,-2.723887446206575,-5.574407833608448,87
120,-1.98575913700133,-6.30146009714991,116
130,-2.3407733813134928,-5.841397241957308,90
140,-0.694372417748895,-6.055692561657478,104
150,-2.9202361624063498,-5.516859584523283,87
160,-3.231786127375496,-6.28473343621375,83
170,-3.797854345992575,-6.440384885473588,105
180,-1.8315786682503692,-4.838566871672384,96
190,-2.01882996624937,-6.1921668440642295,109
200,-2.772750950654042,-4.916897598644411,73
210,-2.086441208519404,-4.715549029300391,90
220,-1.8770709771751244,-5.253794497893645,92
230,-0.6953637504082084,-5.586820203878444,100
240,-2.131163187950572,-6.169343906838367,96
250,-0.02633859458888077,-4.129525114114342,96
260,-2.488019776009943,-5.231395609685691,80
270,-3.0070367269246563,-4.949404262962057,89
280,-1.968553556892466,-6.339089628520267,112
290,-2.7633437775482785,-6.264396351133793,107
300,-2.1515591386986133,-5.511210612405052,74
310,-1.7393635195804558,-4.3107216022350086,61
320,-3.507548104152926,-6.037251604700173,78
330,-3.1269821552823633,-6.676738223821865,108
340,-2.153489267787961,-5.058090723908857,80
350,-3.1350299532555357,-6.33863531584143,105
360,-2.217008951334205,-4.850629782060854,81
370,-2.904951180014856,-6.0841394330728695,93
380,-1.9997674568374166,-5.141105825278502,92
390,-1.686187895174954,-6.849551891611953,101
400,-2.3887436317976136,-6.62105855724984,112
410,-3.4014757155080555,-6.487391356896112,93
420,-2.1689830519640845,-5.183083467047439,89
430,-2.781158972794665,-5.740766171236957,96
440,-1.9403371772872444,-4.610090939098983,83
450,-2.846258151855169,-6.039803108850126,105
460,-1.747825677692705,-5.6571181694622465,95
470,-1.9403125631838767,-5.301072982830332,78
480,-1.0957971547803287,-5.732544246939538,93
490,-1.9715621041215203,-5.654668580689137,80
500,-1.7308588248902006,-5.140006604466327,90
510,-2.309059278134836,-6.329936892074205,93
520,-2.478379089407794,-5.659848264956426,89
530,-1.285535296228875,-6.2314841349254655,106
540,0.7730691659903699,-5.443900497691921,99
550,-1.4477642226220322,-4.402856903451678,82
560,-1.821221738857243,-5.930744976350707,97
570,-2.6127774617233035,-6.026587507243196,93
580,-2.0068861965426317,-5.648303328823974,104
590,-3.295604500556806,-6.2295210315513785,98
600,-1.537970815712404,-5.054632706898089,88
610,-2.888788355611883,-6.548206452259182,93
620,-1.559025424257249,-5.215329695550595,104
630,-2.7870357240843924,-6.439513015113505,117
640,-2.4921652746172027,-6.389226620591082,101
650,-0.13111490019602234,-6.144429907249935,103
660,-0.35738156228415763,-5.835953495522753,93
670,-2.66022368708393,-5.706997031205344,91
680,0.43303280826065027,-5.249726740358216,90
690,-1.7432716872023404,-6.237944978109678,99
700,-2.2047736550397974,-5.226764919409981,73
710,-0.8137629096454861,-4.660848899135031,74
720,-2.8395247415837384,-5.8646558762142265,82
730,-1.6413147287415264,-5.947663323044073,94
740,-2.9354424238165753,-5.960190247362927,91
750,0.012264686692706306,-5.641571719631248,96
760,-1.9564063954817534,-6.223214629772791,93
770,-2.9210024513334005,-5.711193113306586,89
780,-2.4473844983611652,-5.381946062401212,90
790,-1.8684543328666035,-5.419654549320542,77
800,-1.7653404226851503,-5.4521525532551065,87
810,-2.092727650619115,-5.332315139696596,83
820,-2.6758064986098002,-6.369947809842622,111
830,-2.5889433766932144,-5.8355249488571115,96
840,-1.1565387303584749,-4.675722673022214,88
850,-1.4759505228741185,-5.086804420587303,79
860,-3.3689032207924976,-6.202387446556529,88
870,-2.3857695066906657,-6.902972594733281,98
880,-1.7186993004939608,-5.995923080662725,83
890,-2.2182556511652547,-5.587630884767395,75
900,-1.6606265918884686,-5.2734621573492255,100
910,-2.8368388742882935,-5.984118619738871,93
920,-2.276691423362739,-5.048320405734358,86
930,-3.1009572729361627,-5.454552644505762,63
940,-1.187452267622188,-4.4991983189922475,67
950,-1.9084377838523636,-6.055989354203349,98
960,-2.7162891540823835,-6.38721525749789,96
970,-0.9327690539960329,-5.753482263798862,97
980,-2.668944662384799,-5.454833118427495,90
990,-3.4519995076775416,-6.314225170868155,87
1000,-3.975311093709096,-5.724092282025748,67
1010,-2.3222639325805186,-5.817571104819999,84
1020,-0.3060519068809291,-5.210808373839334,99
1030,-2.4410191003175243,-6.763418879514135,98
1040,-2.116504020543437,-6.007528872024899,97
1050,-1.7702863345638855,-5.3093297430771225,95
1060,-2.6300238873472654,-5.184638074676567,87
1070,-2.6489315054219866,-6.542103058032529,95
1080,-1.3129462820402558,-6.184528781356424,90
1090,-1.9529029639619833,-4.749463139178966,70
1100,-0.47293150204935186,-5.459763499888848,92
1110,-2.877224101226309,-6.0402348203526115,99
1120,-1.277314141431264,-5.623164604707321,74
1130,-0.5308777820197932,-5.673066924686417,91
1140,-2.0014061876417424,-5.5449194769452115,97
1150,-2.2849278794760073,-5.832489796343469,95
1160,-2.0172266705758974,-5.171777376866763,98
1170,-2.95244838655048,-6.847976215312447,108
1180,-1.5700151651015566,-6.267976585182806,91
1190,-3.3852510034065997,-6.419821917581389,100
1200,-2.7198381803161724,-6.006373382351996,96
1210,-2.026080132031538,-6.005983545485592,96
1220,-1.979332782754438,-5.164523297678019,90
1230,-1.423627856827172,-5.668876813826349,93
1240,-2.0713820767257554,-5.378635021634363,93
1250,-0.22360767951911642,-4.98639161373379,76
1260,-1.5795765525533934,-5.542707675825007,93
1270,-2.094667195364278,-6.064783210882566,95
1280,-1.5629106919423128,-6.959214231888699,112
1290,-3.0755880061101717,-6.064855099730787,83
1300,-1.291522742166412,-5.384570703171408,87
1310,-2.1037865343277424,-5.455932564126117,81
1320,-2.262858760053648,-6.2282004810660565,102
1330,-2.1141668155787228,-6.338731783957663,98
1340,-2.139404442394649,-5.313650410183423,90
1350,-1.6797940349307958,-6.258037358494613,106
1360,-2.3585822131252514,-5.261103496095514,68
1370,-1.3210671014668782,-4.841016604019568,75
1380,-2.3578567249452806,-5.111674885057709,84
1390,-2.403144260214516,-5.4299522028826495,96
1400,-1.7174808408924909,-4.995517759304988,84
1410,-1.9770048604914037,-5.640819687103018,87
1420,-1.4329282406269006,-5.963100061203552,110
1430,-0.6104351926876017,-5.585600924913402,81
