iteration,logZs,elbos,Ts
10,-2.056195132948718,-2.3027284808951443,14
20,-1.7976325259819663,-2.093080601263512,12
30,-1.3406457819489885,-2.140273772965309,19
40,-1.6980851307023597,-2.107487226868367,14
50,-1.0987818140271437,-1.76983046925886,20
60,-1.7264888906289502,-2.265321925900195,13
70,-1.7471356459287328,-2.0335588975546957,11
80,-1.867394594040462,-2.053760900984359,13
90,-1.9790712433021735,-2.4167936693894663,16
100,-1.8881230723585838,-2.4306406369952813,15
110,-1.9080851108682197,-2.2687054643913966,17
120,-1.8504898734607995,-2.2162540688847914,17
130,-1.8853056377701614,-2.2324394624857846,14
140,-2.017037938222249,-3.0747285558389463,12
150,-1.8291828747572996,-2.0822115039723372,17
160,-1.8369546620789277,-2.0949438032323995,15
170,-0.8810027624407164,-1.7230037406924306,18
180,-1.9683660761226645,-2.2518518044392457,17
190,-1.6697039480083147,-1.9309955838092727,22
200,-1.4897985109422822,-1.9902819952152646,15
210,-1.9029718499790305,-2.0463965396359374,13
220,-0.3605545191861781,-2.0150429850136593,16
230,1.3613401504380165,-1.8620077488223663,13
240,-1.590875087548048,-2.1897575727225007,14
250,-0.9364456133280354,-1.5823672408221072,21
260,-1.9933115980654308,-2.2493463512251335,19
270,-0.6845504911642117,-1.9437227273594289,13
280,-1.7266425381174693,-1.916103119370552,12
290,-1.903883501121435,-2.1240039725252275,17
300,-1.3549571701855934,-2.0767840083756646,18
310,-1.976672359464667,-2.33983045022239,20
320,-1.7127392384160045,-2.073084317720242,21
330,-1.6573138229483826,-2.4454251164252314,13
340,-1.053249599160727,-1.9762155568274407,13
350,-1.4716316690851854,-2.0280003278212644,14
360,-1.2621453723812612,-2.0332300364360427,18
370,-1.9817119118466875,-2.1983199057356115,14
380,-1.4574975028462407,-2.164027543580531,16
390,-1.8999251513852882,-2.6910786514183993,14
400,-1.8993447416344191,-2.105140305491988,19
410,-1.4398826636399527,-1.7435220371710112,20
420,-2.017540314027829,-2.1667988370448605,15
430,-1.9590521665720226,-2.1263245091752747,15
440,-1.3071481155385287,-1.902171147348353,12
450,-1.5472346793263645,-2.034722633912934,15
460,-1.639104190136175,-1.9681718711845342,14
470,-1.567521100930855,-1.9910218864847145,14
480,-1.981478364470398,-2.3203094116027545,15
490,-1.4410241665385342,-1.9232774919590303,18
500,-1.7340926587303465,-2.0442997687394904,13
510,-1.8288875664032247,-2.0533340718114594,21
520,-1.4580276167674748,-2.0611671465103063,17
530,-1.648363344954431,-2.0948809161715904,16
540,-1.7047493132301306,-2.174765049587331,19
550,-1.4413599434280187,-2.6585716554047254,18
560,-1.6593661957513017,-2.0986958565794986,18
570,0.06818284033313615,-2.3113404871472234,12
580,-0.6948432791982793,-2.3193098214326135,12
590,-1.382387587991698,-2.1025297755977777,20
600,-1.2391154999172387,-1.8861513678956026,22
610,-2.2236768520007004,-2.5338498526873403,15
620,-2.0101404150226787,-2.405689483107909,13
630,-1.7398558198912655,-2.0561692842861627,12
640,-0.42791216009951993,-2.0131040000780294,19
650,-1.1367376173498132,-1.8811609845522748,17
660,-1.8887029364394248,-2.138665819055704,19
670,-1.801139626793955,-2.2633859217573677,18
680,-1.8555948778293436,-2.2089354479124204,15
690,-1.2804473731602752,-1.9515504506535846,22
700,-0.22147368404854628,-1.6879170091937525,16
710,-1.7203715500345584,-2.2268432688044415,18
720,-1.474608079425682,-2.1362770875246135,17
730,-2.2265221228715584,-2.379732288642491,12
740,-1.7046691071097024,-2.166631640519571,14
750,-0.9829927658194477,-1.9467365807653505,18
760,-0.6872971928270046,-1.8468618609091763,21
770,-1.6681252811144396,-1.8994654783857388,14
780,-1.7476822904522735,-2.0741275366715914,16
790,-1.6792682482282204,-2.081393904680062,16
800,-0.8172917572066041,-1.6975078313185672,18
810,-1.5082513625782359,-2.3355614948405723,14
820,-0.7953432353138705,-1.9849803362027174,18
830,-2.0893328500507153,-2.231508817290052,14
840,-1.0540979900497676,-2.0004977702543316,17
850,-1.7091753730912411,-2.069415671326563,13
860,-1.7565830699757505,-1.9722377834624196,14
870,-1.2178000674616252,-1.770836380293884,16
880,-1.7565820879090526,-2.0679881065584613,19
890,-1.980856445625187,-2.3562329240657967,15
900,-0.2052513223679293,-1.663991423779595,24
910,-1.8803919867089007,-2.1108665993084306,10
920,-1.2589212220186785,-2.1668844885154974,14
930,-1.3738461765823393,-2.087232936400115,16
940,-2.154389129858333,-2.379848194294001,14
950,-1.98279970042142,-2.2236671552820675,15
960,-1.7426308169467104,-2.0285872590246545,13
970,-1.521882461903648,-2.2163793472444238,11
980,-1.5014944552775253,-2.0897395802150585,17
990,-0.9125644995573308,-2.0342942782226396,10
1000,-1.6367882190735883,-2.0408889575933142,16
1010,-1.414842919853799,-1.8039046558058502,27
1020,-0.9728264595510185,-1.6625524287665774,21
1030,0.09253392363874502,-1.7985217231116573,25
