iteration,logZs,elbos,Ts
10,-4.84955149322088,-6.291546860267689,39
20,-3.7863096424713563,-5.336104635131077,48
30,-2.6252464738941668,-6.170720751073688,43
40,-0.7870940531100099,-4.473317197784803,51
50,-5.376581783854463,-6.408606407520576,41
60,-4.614727017188805,-5.846322763546662,44
70,-4.9558305383102965,-6.381889267380904,42
80,0.2636864001436132,-4.975665565248565,55
90,-1.2665314089868192,-4.864107051279097,51
100,-5.394002183557752,-6.76373305685879,40
110,-4.08541156072161,-5.565674767536638,50
120,-3.5796116587477558,-5.196109125715575,52
130,-3.851380112387933,-5.593787045476401,50
140,-3.329826557540098,-6.038996890134724,44
150,-5.6961542397975595,-6.7340941137467105,39
160,-4.232813967029806,-5.689146180039073,44
170,-2.760408429657476,-4.917120902507459,51
180,-4.663324803743876,-5.859402294249896,42
190,-2.567216200283368,-5.810728053516851,43
200,-3.621130209683103,-4.794987911413969,49
210,-2.321427330440125,-5.624194458910735,45
220,-4.587158829073942,-6.07074138481582,45
230,-3.5659402069675723,-5.588581805481531,44
240,-4.476796284937087,-5.5906177090866,48
250,-4.946585036085196,-6.2480925904870865,43
260,-4.0671015738793805,-5.311526514890686,45
270,-5.324921458325785,-6.2306780979211736,43
280,-4.872709702054603,-6.2845237898841715,40
290,-4.525163105182262,-5.957579093606933,40
300,-4.885446381619445,-5.885775829724932,43
310,-4.148471970645928,-5.666254851080433,43
320,-4.243828521480351,-5.901998847395313,44
330,-4.012037197494647,-5.853164416317088,41
340,-5.197258849371492,-6.268847955892708,38
350,-3.3401264674157,-5.618638895728152,48
360,-3.6524156010251483,-5.339396436324554,45
370,-4.0948160020632445,-5.738602743243855,46
380,-3.91950834829748,-6.000057869060151,43
390,-3.8694646660411194,-5.542407181867551,46
400,-3.7786145983242396,-5.721646007889555,46
410,-2.185561432085512,-5.07740549159149,50
420,-4.454227024086306,-5.835166092163286,47
430,-4.802176666574239,-6.011383577107348,42
440,-3.7485284220551502,-5.72923223410358,46
450,-3.94994286628319,-5.529816033812093,48
460,-6.286946753322724,-6.905266096421664,38
470,-4.599749618311399,-5.985698705035019,43
480,-4.946201883128852,-6.411128067309175,42
490,-5.571400995747501,-6.756697673477872,38
500,-4.370380101112373,-5.8833816610605965,47
510,-1.1031417093105431,-4.930677586424316,47
520,-5.292023854365857,-6.111797151001843,40
530,-4.5860639657452,-6.072558396784347,45
540,-4.826384036335928,-6.356801489837451,42
