iteration,logZs,elbos,Ts
10,-1.4376188219000454,-2.020897438215985,18
20,-1.343341533805181,-1.8816935985758536,17
30,-1.1874703606991086,-1.8430842911729912,18
40,-1.6310001351944663,-2.0504604556843042,20
50,-1.3433467951447229,-1.8990741631176364,14
60,-1.9004336971104818,-2.0930171108949267,14
70,-2.0414431004122457,-2.2190133589836734,12
80,-1.9912944433956055,-2.2539208415954874,15
90,-2.013418307070663,-2.1593956289972653,12
100,-2.070084671672244,-2.3001870095619186,15
110,-1.8591743062128496,-2.1915432907690287,22
120,-0.8019231853815803,-1.710552201193075,20
130,-1.8787893900291937,-2.083246614483191,13
140,-1.5785122166513652,-2.262875543923409,16
150,-1.8489677595434426,-2.1139709048595123,13
160,-1.8133913919072904,-1.9951323430413026,13
170,-1.4822499236022184,-1.807579797514451,15
180,-1.9632772121350985,-2.1845688405483776,13
190,-1.733696234915692,-2.0344299560399004,15
200,-1.8551429109436406,-2.0923879581404745,15
210,-1.7167467407032009,-1.948838898778133,13
220,-1.7178287298732748,-2.066844113029029,17
230,-2.0255685155710124,-2.2147642329997566,14
240,-1.971955901640996,-2.123600436931827,12
250,-1.1730854270856828,-1.830098794635921,22
260,-1.4794578859773633,-1.8637698433188283,19
270,-1.798765380921631,-2.1171360122900427,15
280,-1.7350750413788028,-1.9625982638673698,14
290,-0.42619301068994986,-2.0843123620255906,21
300,-1.5517694062400067,-1.952943167524166,18
310,-0.8647511562539334,-1.977844252971097,18
320,-1.4009110665993543,-1.8668362494114517,16
330,-1.8385675304647102,-2.1407027248451405,15
340,-1.5913619415205453,-1.9133413364080063,18
350,-1.897605030098333,-2.1195733217548165,15
360,-1.6837352882629257,-1.936871329481977,14
370,-1.1783278338473004,-1.9445840234138656,18
380,-1.6884281986074827,-2.141044628716649,17
390,-1.6558214435842995,-1.9588434561105603,15
400,-1.4608038521040854,-2.191636837561489,21
410,-1.6165086662129435,-1.9773184515179234,17
420,-2.155129349265184,-2.3128759682227007,10
430,-1.9371681261843414,-2.1470825795100894,14
440,-1.4589323942151466,-1.8535957364301843,17
450,-1.6914240528166335,-1.998470498411524,14
460,-1.8910993458930168,-2.076377588014351,13
470,-1.9630831069126726,-2.356006628280868,19
480,-2.0604065434634773,-2.3372792843440497,17
490,-1.4469842319431847,-2.057002443008853,17
500,-1.628303774309417,-2.054488287708416,19
510,-1.600072103837023,-2.3309823019399487,25
520,-1.6639256706041599,-2.107927104890187,17
530,-1.4814744487108409,-1.939879730304341,14
540,-1.615705871233529,-1.9866604426170038,17
550,-1.7470555083637525,-2.1044350520774677,18
560,-1.8743099407831565,-2.1553846881719836,16
570,-1.9115066467236166,-2.2780099808229184,16
580,-1.5259097463403817,-1.9077723446238897,18
590,-1.7870159017214875,-2.011890311102153,15
600,-0.8881418475515517,-1.8941945741888992,20
610,-1.64854467857357,-1.9901502749357949,14
620,-1.569823401965351,-2.203140371856733,22
630,-1.3844285916498769,-1.9597899008098199,17
640,-1.73289498913404,-2.0477462571295355,16
650,-2.0242709130004752,-2.3252788861354565,20
660,-1.8318264280978127,-2.047792651459252,14
670,-1.330368628503019,-2.0035737529492406,18
680,-1.4085696893314443,-2.002020226965298,19
690,-1.1305519080313178,-1.887099768332316,16
700,-1.8393271221414673,-2.0959662707382796,13
710,-0.7541493599070646,-1.7536538320890125,21
720,-1.7713851926035296,-2.067017518119891,12
730,-1.2048996397452947,-1.8332521629707927,16
740,-0.23892411948051606,-1.5558439978370746,18
750,-1.9495238182388248,-2.1543971519564966,12
760,-1.2160503337936088,-2.0182203755357055,18
770,-1.932776686217468,-2.1489444836698777,11
780,-1.617476683270341,-2.036091431761456,20
790,-2.0744303897371528,-2.2595172469990596,16
800,-1.5243927869023544,-2.10529302606837,19
810,-1.9434468067762725,-2.167565702226865,20
820,-2.204824156625465,-2.3423323628952892,10
830,-1.6104426742338438,-1.9849095920338278,16
840,-2.3057029617160136,-2.497647279251986,14
850,-1.8462888101305475,-2.129981893294398,13
860,-1.544159462819014,-1.9575023285741577,18
870,-1.6367795188263472,-1.9384327436806448,18
880,-1.9910391988127905,-2.3655516558689,18
