iteration,logZs,elbos,Ts
10,-3.2810558218808668,-5.402081678479745,47
20,-4.471578326906466,-5.700307943298919,44
30,-4.059734639230611,-5.485113947697582,45
40,-1.8969917706288393,-5.480131805080966,44
50,-5.336351137227675,-6.4548190051177174,40
60,-3.4345199339584966,-6.1715888507690675,49
70,-4.420484267637126,-6.521881747296939,41
80,-3.972575556925022,-5.484038939032985,50
90,-1.84862525346294,-5.397274298723783,42
100,-4.592272108083083,-6.119588583949698,43
110,-1.5090966834805581,-5.118588977164726,50
120,-1.7459781881799525,-5.654037446388203,47
130,-3.294400892185293,-5.57260287272293,50
140,-4.228235654811762,-5.918276841101586,44
150,-4.940389838172537,-6.4339555590515305,40
160,-4.501803423221119,-5.801778669903432,48
170,-2.696967258767494,-5.162124490064204,52
180,-4.137357387286954,-5.5213433875466515,45
190,-3.9333443756732143,-5.7879008666980605,45
200,-0.6002298113905269,-5.127691432509355,50
210,-3.773036936451441,-5.788493806525426,44
220,-5.630660767442785,-6.29099036021672,44
230,-1.8470367994323764,-5.832709420806438,45
240,-3.4051300752946836,-5.912808437606896,51
250,-3.249915595764632,-5.928979075355788,46
260,-4.133557477151573,-5.474432798168167,45
270,-2.3441229047540384,-5.714252017958653,51
280,-5.053509221868959,-6.653070456258519,38
290,-3.695224619197979,-5.79940374293125,45
300,-2.852960587501681,-5.081603260320167,48
310,-3.082424563118932,-5.098682361618519,44
320,-4.346421087088399,-5.795985143533622,44
330,-3.635267456181214,-6.006295013629254,41
340,-2.7108390926834085,-5.259810149821935,49
350,-3.446795846595547,-5.841111175846099,45
360,-3.749597246464078,-5.378572343578721,48
370,-1.828591249571691,-6.062963183945025,44
380,-4.0906554652427864,-5.640920502898812,46
390,-4.272948651786439,-5.75291899713484,44
400,-4.444572600872663,-5.729324139736709,42
410,-0.3906876010700455,-5.858686483649987,41
420,-3.7383201649846094,-6.002884436494952,46
430,-4.670449830185388,-5.906459476808541,46
440,-3.9330483170912762,-5.881087169034602,44
450,-4.438023582089856,-5.880489440809291,42
460,-5.289576317945868,-6.464459195596041,47
470,-3.237446774061046,-5.131400221710085,47
480,-3.3694811180882134,-5.656854623449947,49
490,-3.869335060515334,-6.311595451090446,41
500,-3.9418835403117978,-6.256322337500384,45
510,3.7121060122699556,-5.035854914736717,50
520,-3.4274704182377693,-6.289850197205244,42
530,-2.8704520465634182,-5.746754810219703,48
540,-0.45311594982864145,-4.4625409467952535,53
